Key;region_name;Station;lon;lat;Date;STN_TIME;Twilight;Net_Type;Mesh_Size(um);Net_Mouth_Dia(m);DEPTH_STRT;DEPTH_END;Bottom Depth(m);Volume Filtered(m3);CTD;NOTES;Pi;NumberOfSpecies;SumOfDiversity;ANNE:POLY: >> POLY larvae s1;ANNE:POLY: >> POLY s1;ANNE:POLY: >> POLY s2;ANNE:POLY: >> POLY s3;ARCR:: >> CIRRI s1;ARCR:: >> CRUST larvae s1;ARCR:AMPH:GAMM >> GAMM s1;ARCR:AMPH:GAMM >> GAMM s2;ARCR:AMPH:GAMM >> GAMM s3;ARCR:AMPH:HYPE >> HYPER s1;ARCR:AMPH:HYPE >> HYPER s2;ARCR:AMPH:HYPE >> HYPER s3;ARCR:CLAD: >> CLADO s1;ARCR:COPE: >> COPE other <2mm;ARCR:COPE: >> COPE other >2mm;ARCR:COPE: >> COPEN s1;ARCR:COPE:CALA >> CALA <1mm;ARCR:COPE:CALA >> CALA <3mm≥1mm;ARCR:COPE:CALA >> CALA <5mm≥3mm;ARCR:COPE:CALA >> CALA >5mm;ARCR:DECA:MYSI >> MYSID s1;ARCR:DECA:MYSI >> MYSID s2;ARCR:DECA:MYSI >> MYSID s3;ARCR:DECA:NANT >> CARID s1;ARCR:DECA:NANT >> CARID s2;ARCR:DECA:NANT >> CARID s3;ARCR:DECA:REPA >> DECA s1;ARCR:DECA:REPA >> DECA s2;ARCR:DECA:REPA >> DECA s3;ARCR:EUPH: >> EUPH eggs;ARCR:EUPH: >> EUPH s1;ARCR:EUPH: >> EUPH s2;ARCR:EUPH: >> EUPH s3;ARCR:ISOP: >> ISOPOD s1;ARCR:ISOP: >> ISOPOD s2;ARCR:ISOP: >> ISOPOD s3;ARCR:OSTR: >> OSTRA <3mm;ARCR:OSTR: >> OSTRA >3mm;CHAE:: >> CHAET s1;CHAE:: >> CHAET s2;CHAE:: >> CHAET s3;CHRO:: >> PROTO s1;CHRO:: >> PROTO s2;CNID:ANTH: >> ANTH s1;CNID:ANTH: >> ANTH s2;CNID:HYDR: >> MEDUS s1;CNID:HYDR: >> MEDUS s2;CNID:HYDR: >> MEDUS s3;CNID:HYDR:SIPH >> CALYC s1;CNID:HYDR:SIPH >> CALYC s2;CNID:HYDR:SIPH >> CALYC s3;CNID:HYDR:SIPH >> PHYS float >5mm;CNID:HYDR:SIPH >> PHYS s1;CNID:HYDR:SIPH >> PHYS s2;CNID:HYDR:SIPH >> PHYS s3;CNID:SCYF: >> SCYPH s1;CNID:SCYF: >> SCYPH s2;CNID:SCYF: >> SCYPH s3;CTEN:: >> CTENO s1;CTEN:: >> CTENO s2;CTEN:: >> CTENO s3;ECHI:: >> ECHIN s1;ECTO:: >> BRYOC s1;MOCE:OCTO: >> CEPH s1;MOCE:OCTO: >> CEPH s2;MOCE:OCTO: >> CEPH s3;MOGA:HETE: >> HETERO s1;MOGA:HETE: >> HETERO s2;MOGA:HETE: >> HETERO s3;MOGA:PTER: >> CLIO s1;MOGA:PTER: >> CLIO s2;MOGA:PTER: >> CLIO s3;MOGA:PTER: >> GYMNO s1;MOGA:PTER: >> GYMNO s2;MOGA:PTER: >> GYMNO s3;MOGA:PTER: >> LIM-- s0;MOGA:PTER: >> LIM-- s1;MOGA:PTER: >> LIM-- s2;MOGA:PTER: >> LIM-- s3;MOLL:: >> MOLL s1;UROC:LARV: >> LARVAC s1;UROC:LARV: >> LARVAC s2;UROC:LARV: >> LARVAC s3;UROC:THAL: >> DOLIO s1;UROC:THAL: >> DOLIO s2;UROC:THAL: >> DOLIO s3;UROC:THAL: >> SALP s1;UROC:THAL: >> SALP s2;UROC:THAL: >> SALP s3;VERT:PISC: >> PISCES egg s1;VERT:PISC: >> PISCES s1;VERT:PISC: >> PISCES s2;VERT:PISC: >> PISCES s3;XXXX >> Remainder
IOS2000008011901;Northern Vancouver Island Offshore;ODAS;-129.943;50.875;10 5 2000;0238;Night;Bongo VNH;236;0,56;246;0;2100;57.82;117; ;2;43;2,428;0,1771;0;0;0,11761;0;0;0;0;0;0;1,13801;0;0;0,18309;0;0;0,27453;6,48633;8,82555;6,3881;0;0;0;0,06863;0;0;0;0;0;0,21031;0;0,03338;2,83238;0,01992;0;0;0,11069;0;0;0,00304;0,74715;0,0425;0;0;0;0;0;0,22276;0;0,10204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,50536;0;0,0633;0;0;0,01107;0;0;0;0;0;0;0;0;0,00311;0;3,05085;0;0
IOS2000008012701;Northern Vancouver Island Offshore;ODAS;-129.917;50.858;10 5 2000;1934;Daylight;Bongo VNH;236;0,56;145;0;2000;37.59;126; ;2;26;1,627;0;0;0;0;0;0;0;0;0;0;0,11173;0;0;0,00319;0;0;0,37709;2,29338;1,04155;0,30327;0;0;0;0;0;0;0;0,06119;0;0,0281;0;0;10,25007;0;0;0;0;0;0;0,02139;0,19553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00851;0;0;0;0;0;0;0;0;0;0;0;0;0;0,50652;0;0,04868;0;0,08513;0;0;0;0;0;0;0;0,03458;1,02953;0;0;0;0;0
IOS2000008014701;Northern Vancouver Island Offshore;ODAS;-129.917;50.858;12 5 2000;0003;Night;Bongo VNH;236;0,56;34;0;2000;10.62;146; ;2;31;1,812;1,92844;0;0,01629;0;6,26742;0;0;0;0;0;0;0;0;0,48814;0;0,03977;12,20821;38,4241;0,07533;0,12806;0;0;0;0;0,03051;0;2,10923;0;0;0,68098;0;0,24482;0;0;0;0;0;0;0;0;0,31073;0;0;0;0;0;1,00753;21,58004;0;0;0;0;0;0;0;0;0;0;0;1,65574;0,48814;2,102;0;0;0;0;0;0;0;0;0;0;0;0;0;10,24482;0;0;0;0,03857;3,37476;0,02034;0;0;0;0;0;0;0;0;0;0;0;0
IOS2000010001801;Northern Vancouver Island Offshore;P12;-130.665;48.971;3 6 2000;0410;Daylight;Bongo VNH;236;0,56;150;0;3200;38.06;16; ;2;32;1,749;0;0;0;0,35733;0;0;0;0;0;0,39853;5,05518;0;0;0,07566;0;0;0,20598;1,70489;117,30005;13,59327;0;0;0;0;0;0;0;0;0;0,00504;0;0,58728;1,52827;0;0;0;0,16816;0,04204;0;0;0,90383;0,51792;0;0;0;0;1,19811;0,33841;0;0,06201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,71571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,83447;0;0
IOS2000010002701;Alaska Basin East;P16;-134.668;49.283;5 6 2000;0339;Night;Bongo VNH;236;0,56;150;0;3645;31.65;26; ;2;43;2,321;0;0;0,04297;0,4297;0;0;0;0;0;0;1,12481;0;0;0,41372;0;0;0,37106;8,4302;53,21958;7,0951;0;0;0;0;0;0,60348;0;0;0;0,03337;0;2,78193;1,15615;0;0;0;1,41548;0,86698;0;0,34072;10,42021;1,2254;0;0;0;0,50553;8,88468;0,8139;0;0,44739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,01106;0,44234;0;1,20316;0;0;0;0;0,10111;0;0;0;0;0;0;0;0;0;0;3,53712;0;0
IOS2000010003401;Alaska Basin East;P20;-138.664;49.564;6 6 2000;0420;Night;Bongo VNH;236;0,56;150;0;3970;43.91;33;Rhizosolenia and Thalassiothrix ;2;51;2,525;0;0,12535;0;0,15486;0;0;0;0,60123;0;0;2,39786;0,36666;0;0,82;0;0,01137;0,57048;7,81726;62,98373;7,94717;0;0;0;0;0;0;0;0;0;0,04956;0,69961;3,81266;0,29424;0,10494;0;0;0,60123;0,03644;0;1,1806;13,19973;0,85003;0;0;0;2,18629;9,00023;0;0;0,53746;0;0;0;0;0;0;0;0;0;0,03872;0;0;0;0;0;0;0;0;0;4,37258;12,82624;2,55067;0;0,71738;0;3,22113;0;0;0;0;1,16602;0;0;0;0;0;0;0,20724;0,61489;0;0;2,65999;1,73765;0
IOS2000010004901;Alaska Basin East;P26;-144.998;49.999;9 6 2000;0415;Night;Bongo VNH;236;0,56;150;0;4220;52.04;48;Poor condition ;2;42;2,678;0;0;0;0,52267;0;0;0;0,25365;0;0;0,16141;0;0;0,22765;0;0;0,61122;3,11943;9,83629;2,74404;0;0;0;0;0;0;0;0;0;0,02583;0,04919;0,31468;0,49481;0,02214;0;0;0,61491;0;0;0,56726;2,85165;0,47348;0;0;0;1,53728;6,57187;1,73251;0;0,04535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,45965;0;0;0,62721;0;0;0;0;0;0;0;0;0;0;0;0;2,16756;0;0;2,6887;0;0
IOS2000010006601;Alaska Basin East;ED01;-135.833;51.832;18 6 2000;0415;Daylight;Bongo VNH;236;0,56;154;0;3580;33.30;65; ;2;38;2,152;0;0;0;0,2042;0;0;0;0,1982;0;0,4555;0,78678;0;0;0,28829;0;0;0,55274;3,15868;7,73393;2,91892;0;0;0;0;0;0;0;0;0;0,02498;0,03844;0,95519;0,84541;0;0;0;0,0961;0;0;0,00529;1,67267;0,11839;0;0;0;0;1,93994;0,82402;0;0,10631;0;0;0;0;0;0;0;0;0;0,15315;0;0;0;0;0;0;0;0;0;0;0;0;0;0,63063;0,91291;10,86366;0;0;0;0;0,06727;0,03892;0,03664;0;0;0;0;0;0;0,0006;0;1,31532;0;0
IOS2000010007201;Alaska Basin East;ED02;-135.839;52.000;18 6 2000;2207;Daylight;Bongo VNH;236;0,56;150;0;3340;65.14;71;Flow a bit high ;2;40;2,164;0;0,08449;0,00322;0,41756;0;0;0;0;0;1,39711;1,41235;0;0;0,3252;0;0,00059;0,45782;5,1139;79,13898;11,08014;0;0;0;0;0;0,05051;0;0;0;0,00589;0,0786;0,66564;0,26598;0;0;0;0,04912;0,02456;0;0,01081;6,01781;0,08803;0;0;0;0;5,83359;1,97728;0;0,21738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,0089;1,86675;1,50322;0;0;0;0;0;0,02653;0;0;0;0;0;0;0,36076;0,05681;0;0,80442;0;0
IOS2000010007501;Alaska Basin East;ED03;-135.831;52.254;19 6 2000;0110;Night;Bongo VNH;236;0,56;148;0;3600;45.56;76; ;2;46;2,589;0;0;0;0,29851;0;0;0;0;0;0,49939;0,59701;0;0;0,11595;0;0;0,18149;3,61631;7,74682;5,6892;0;0;0;0;0;0;0;0;0;0,00211;0;2,18244;0,71492;0;0;0;0,49166;0;0;0,05514;2,90826;0,07964;0;0;0;0;1,3345;1,87445;0;0,0777;0;0;0;0;0;0;0;2,96313;0;0,11194;0;0;0;0;0;0;0;0;0;0;0;0;1,75593;0,92186;0,33363;1,91045;0;0;0;0;0;0,03793;0,08033;0;0;0;0;0;0;0,00439;0;0,79126;0;0
IOS2000010007901;Alaska Basin East;ED04;-135.835;52.505;19 6 2000;0526;Daylight;Bongo VNH;236;0,56;149;0;3498;41.94;78; ;2;39;2,371;0;0;0;0,64855;0;0;0;0,31474;0;0;1,49738;0;0;0,20143;0;0;1,04348;2,94058;14,48314;34,30043;0;0;0;0;0;0;0;0;0;0,01603;0,13515;1,39437;0,6474;0;0;0;0,1526;0;0;0,2659;6,39485;0,07813;0;0;0;0;2,53696;0,80783;0;0,33763;0,49595;0;0;0;0;0;0;0;0;0;0;0;0,00198;0;0;0;0;0;0;0;0;0;3,05198;3,3381;0;11,4144;0;0;0;0;0;0,0824;0;0;0;0;0;0;0;0;0;0,84644;0;0
IOS2000010008201;Haida Basin;ED05;-135.831;52.752;19 6 2000;0832;Daylight;Bongo VNH;236;0,56;149;0;3465;43.66;81; ;2;29;1,902;0;0;0;0;0;0;0;0;0;0;0,3115;0;0;0,5796;0;0;2,1557;3,55164;37,85968;3,93312;0;0;0;0;0;0;0;0;0;0;0;0,73476;0,17178;0;0;0;0,58635;0;0;0,04507;0,76272;0,09382;0;0;0;0;1,39258;0;0;0,08108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,08429;0;6,72836;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00917;0;0,6688;0;0
IOS2000010008401;Haida Basin;ED06;-135.834;53.000;19 6 2000;1310;Daylight;Bongo VNH;236;0,56;150;0;3455;53.94;83; ;2;32;2,436;0;0,05102;0;0,12607;0;0;0;0;0;0;0,34854;0;0;0,24443;0;0;0,28775;1,72576;26,07626;6,36707;0;0;0;0;0;0;0;0;0;0;0;1,41238;0;0;0;0;0;0;0;0,29306;3,0953;0,09872;0;0;0;0;1,83166;0,71635;0;0,17501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10197;0;0;0;0;0;0;0;0;0,77864;0;5,24435;0;0;0;0;0;0,03204;0;0;0;0;0;0;0;0;0;0;0;0
IOS2000010008501;Haida Basin;ED07;-135.830;53.248;19 6 2000;1525;Daylight;Bongo VNH;236;0,56;148;0;1148;97.52;86;Volume a bit high. ;2;36;1,958;0;0,05644;0;0;0;0;0;0;0;0,62215;1,57047;0;0;0,18966;0;0;1,50221;3,25249;29,83819;7,30927;0;0;0;0;0;0;0;0;0;0;0;0,38917;0,28712;0;0;0;0;0,26251;0;0,11025;6,6776;0,0504;0;0;0;0,65628;1,40279;0;0;0,242;0;0;0;0;0;0;0;0;0;0;0;0;0,00341;0;0;0;0;0;0;0;0;0;0;1,72272;0;10,04102;0;0;0;0,00341;0;0,01772;0;0;0;0;0;0;0;0,01518;0;0,51682;0;0
IOS2000010008701;Dixon Basin;ED08;-135.833;53.500;19 6 2000;1841;Daylight;Bongo VNH;236;0,56;148;0;2934;49.58;88; ;2;36;1,72;0;0;0;0;0;0;0;0;0;0,30593;0,65349;0;0;0,05254;0;0,00039;0,47181;0,87261;15,17507;5,14441;0;0;0;0;0;0;0;0;0;0,00387;0,05163;0,64179;0,39637;0;0;0;0,51634;0;0;0;3,81;0,02478;0;0;0;0,64542;1,68616;0,42356;0;0,0476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,64542;0,70593;0;18,65268;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00807;0;1,01049;0;0
IOS2000010008901;Dixon Basin;ED09;-135.830;53.751;19 6 2000;2125;Daylight;Bongo VNH;236;0,56;148;0;3050;25.91;90; ;2;36;2,254;0;0;0;1,04979;0;0;0;0;0;0,58541;3,55075;0;0;0,18772;0;0;0,68298;3,09749;104,73176;52,23003;0;0;0;0;0;0,25396;0;0;0;0,02223;0,0988;1,61358;3,05403;0;0;0;0,49402;0,04631;0;0,10992;6,43767;0,23021;0;0;0;0;4,69317;0,99421;0;0,18217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,47009;4,32266;2,34658;17,63643;0;0;0;0,49402;0;0;0;0;0;0;0;0;0;0;0;0,80664;0,43227;0
IOS2000010009401;Dixon Basin;ED10;-135.823;54.005;20 6 2000;0132;Night;Bongo VNH;236;0,56;145;0;2825;45.74;93;Sample with yellow/green jelly in both nets - actually Rhizosolenia and Thalassionematales ;2;40;1,704;0;0;0,00918;0;0;0;0;0,14429;0;0,33161;2,26498;0;0;0,36576;0;0,00462;0,13223;0,85771;20,18715;1,45343;0;0;0;0;0;0,07193;0;0;0;0,0147;0,05597;1,57884;0,37879;0;0;0;0,41976;0,03498;0;0,02711;1,46917;0,40018;0;0;0;0;0,99694;0,28159;0;0,07739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,24049;0;0;0;0;0;0;0;0,69961;0,45912;0,66463;1,66506;0;0;0;0,00084;0,13992;0,00944;0;0;0;0;0;0;0;0;0;1,62112;0,12243;0
IOS2000012000101A;Yakutat Basin;OS000124;-144.927;56.015;4 7 2000;1505;Night;Bongo VNH;236;0,56;156;0;3908;59.35;124;Some spinning at surface. Seas rough, good swells. ;2;32;2,543;0;0;0;0;0;0;0;0;0;0,06389;0,31676;0;0;0,05255;0;0,00024;0,10987;0,34211;2,66126;0,43673;0;0;0;0;0;0;0;0;0;0,00162;0,02157;1,25318;0;0,20489;0;0;0;0;0;0,34481;3,32604;0,0385;0;0;0;0;1,40859;0;0;0,03976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37068;0;0;0;0;0;0;0;0;0;0;0;0,7171;0;0;0;0,00539;0;0;0;0;0;0;0;0;0;0;0;0;0
IOS2000012000101B;Yakutat Basin;OS000124;-144.927;56.015;4 7 2000;1505;Night;Bongo VNH;236;0,56;156;0;3908;59.35;124;Some spinning at surface. ;2;36;2,492;0;0;0,01415;0;0;0;0;0;0;0,82494;0,1011;0;0;0,25439;0;0,00097;0,3786;2,54923;7,7529;0,2642;0;0;0;0;0;0;0;0;0;0,00324;0,25881;2,04845;0;0;0;0;0;0;0,04313;1,07215;5,18955;0,17102;0;0;0;2,42628;0,25611;0;0;0,07953;0;0;0;0;0;0;0;0;0;0;0;0,01812;0;0;0;0;0;0;0;0;0;0;0;0,23589;0;0;3,27818;0;0;0;0,04313;0;0;0;0;0;0;0;0;0;0;0;0;0
IOS2000012000201;Yakutat Basin;OS000124;-144.922;56.018;4 7 2000;1522;Night;NorPac VNH;335;0,42;150;0;3900;24.43;124; ;2;23;1,9;0;0,05632;0;0;0;0;0;0;0;0,62088;0;0;0;0,04061;0;0;0,11108;1,14221;14,67677;0,79574;0;0;0;0;0;0;0;0;0;0,01965;0,57634;2,10725;0;0;0;0;0;0;0,06549;2,26476;9,39828;0,24888;0;0;0;2,9472;1,55546;0;0;0,0966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,49325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IOS2000012000301;Yakutat Basin;OS000124;-144.917;56.020;4 7 2000;1535;Night;SCOR VNH;335;0,56;150;0;3900;53.71;124; ;2;28;2,25;0;0,05124;0,01564;0;0;0;0;0;0;0;0;0;0;0,03664;0;0,00036;0,08758;1,27321;7,53352;0,48259;0;0;0;0;0;0;0;0;0;0,00894;0,83411;0,90114;0;0;0;0;0;0;0,01192;1,02387;5,13499;0,16134;0;0;0;0,44684;0,566;0;0;0,08788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1024;0;0;0;0;0;0;0;0;0;0;0;0,4528;0;0;0;0;0;0;0;0;0;0;0,29045;2,5917;0;0;0;0;0
IOS2000012000401;Yakutat Basin;OS000124;-144.910;56.023;4 7 2000;1556;Night;SCOR VNH;335;0,56;150;0;3900;53.78;124; ;2;30;2,058;0;0;0;0;0;0;0;0;0;0,28204;0;0;0;0,03808;0;0;0,23086;3,26605;15,29734;0,72295;0;0;0;0;0;0;0;0;0;0,00714;0,47602;0,12555;0;0;0;0;0,23801;0;0,0476;1,59167;4,26924;0,4972;0;0;0;0,29751;0,8479;0;0,08164;0,08776;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02231;0;0;0;0;0;0;0;0;0;0;0;0,10115;1,35664;0;0;0;0,0119;0;0;0;0;0;0;0;0;0;0;0;0;0
IOS2000012000501;Yakutat Basin;OS000124;-144.905;56.023;4 7 2000;1611;Night;NorPac VNH;335;0,42;150;0;3900;25.27;124; ;2;31;2,31;0;0,02723;0,03324;0;0;0;0;0;0;0,15006;0;0;0;0,02469;0;0,00019;0,17128;2,20278;13,22448;1,53858;0;0;0;0;0;0;0;0,33241;0;0,0152;0,44322;2,03118;0;0;0;0;0;0;0,01266;1,57911;5,70637;0,28366;0;0;0;0,94974;1,20301;0;0;0,09339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8706;0;0;0;0;0;0;0;0;0;0;0,05382;1,20301;0;0;0;0,04432;0;0;0;0;0;0;0;0;0;0;0;0;0
IOS2000012000601A;Yakutat Basin;OS000124;-144.902;56.027;4 7 2000;1626;Night;Bongo VNH;236;0,56;152;0;3900;47.74;124; ;2;36;2,518;0;0;0;0;0;0;0;0;0;0,31772;0;0,05237;0;0,1484;0;0,00121;0,39145;3,22146;16,01031;1,4713;0;0;0;0;0;0;0;0,04399;0;0,01609;0,32174;1,09359;0;0,55769;0;0;0,26812;0;0,05362;2,57595;7,74194;0,49173;0;0;0;0,354;0,31839;0;0;0,09887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,01885;0;0;0;0,09384;0;0;0;0;0;0;0;0;0;0;0;0;0
IOS2000012000601B;Yakutat Basin;OS000124;-144.902;56.027;4 7 2000;1626;Night;Bongo VNH;236;0,56;150;0;3900;47.74;124; ;2;37;2,548;0;0;0;0;0;0;0;0;0;0;0;0,05237;0;0,2157;0;0,00201;0,30097;3,9266;18,69889;1,62882;0;0;0;0;0;0;0;0;0;0,02815;0,64349;0,54462;0;0,02413;0;0;0,53624;0;0;2,4687;6,33431;0,63893;0;0;0;0;0,63678;0,43988;0;0,09887;0;0;0;0;0;0;0;0;0;0;0,07331;0;0;0;0,11521;0;0;0;0;0;0;0;0,6703;0;0;0,11395;4,07541;0;0;0;0,02681;0;0;0;0;0;0;0;0,27021;0;0;0,3718;0;0
IOS2000012000801A;Alaska Basin East;OS000125;-145.005;55.503;5 7 2000;1315;Night;Bongo VNH;236;0,56;150;0;4018;64.93;125;abandon first cast, Bongo caught in fishing line, large swells ;2;28;2,36;0;0,02119;0;0;0;0;0;0;0;0;0,57909;0;0;0,07131;0;0;0,04484;0,67519;8,20995;0,5988;0;0;0;0;0;0;0;0;0;0,0175;0,03943;0,52315;0;0;0;0;0,09857;0;0;0,86493;4,39858;0,29482;0;0;0;0,24642;1,87279;5,95102;0;0,21808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,24642;0,43123;0;0,5027;0;0;0;0;0;0,02661;0;0;0;0;0;0;0;0;0;0;0;0
IOS2000012000801B;Alaska Basin East;OS000125;-145.005;55.503;5 7 2000;1315;Night;Bongo VNH;236;0,56;150;0;4018;64.93;125;abandon first cast, Bongo caught in fishing line, large swells ;2;40;2,824;0;0;0,02587;0,41891;0;0;0;0;0;0;0;0,19097;0;0,0478;0;0;0,22565;1,1902;8,85025;0,3992;0;0;0;0;0;0;0;0;0;0,01873;0,15006;0,28609;0;0,00887;0;0;0;0;0;0,86296;3,36362;0,22276;0;0;0;0,80333;1,17049;2,77714;0,59141;0,14539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49284;0;0;0,4608;0;0;0;0;0;0,06653;0;0;0;0;0;0;0;0;0;0;0;0
IOS2000012000901;Alaska Basin East;OS000125;-145.010;55.507;5 7 2000;1336;Night;NorPac VNH;335;0,42;150;0;4018;23.93;125; ;2;25;2,478;0;0,0575;0,14041;0;0;0;0;0;0;0;0;0;0;0,00468;0;0,00027;0,13171;3,09904;32,22359;0,22733;0;0;0;0;0;0;0;0;0;0,01003;0,16047;0,28216;0;0;0;0;0;0;0,02674;1,68224;5,61638;0,2054;0;0;0;9,19348;6,98705;4,30589;1,60468;0,39448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,02298;0;0;0;0;0;0,14442;0;0;0;0;0;0;0;0;0;0;0;0
IOS2000012001201;Alaska Basin East;OS000127;-144.997;54.508;6 7 2000;1414;Daylight;SCOR VNH;335;0,56;150;0;4117;42.36;127; ;2;32;2,295;0;0,03248;0,07932;1,28423;0;0;0;0;0;0,04079;0;0;0;0,0068;0;0;0,1745;2,08122;27,43517;1,83569;0;0;0;0;0;0;0;0;0;0,00718;0,06043;0,24551;0;0;0;0;0,22663;0;0;1,35524;16,26062;0,05878;0;0;0;2,07743;7,17658;4,86497;0;0,22285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,22899;0;0;0;0;0;0;0;0;0;0,06421;0;0;0;0;0;0,08159;0;0;0;0;0;0;0;0;0;0;0;0,00708
IOS2000012001301;Alaska Basin East;OS000127;-144.995;54.512;6 7 2000;1424;Daylight;NorPac VNH;335;0,42;150;0;4117;22.57;127; ;2;28;2,632;0;0,06097;0;0;0;0;0;0;0;0,67204;1,4887;0;0;0,07514;0;0,00624;0,52176;2,68392;35,49319;10,33584;0;0;0;0;0,22969;0;0;0;0;0,01701;0,22685;2,62295;0;0;0;0;0;0;0;1,97359;10,91714;0,21012;0;0;0;9,21577;1,34692;4,56535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,70891;0;0;0,96411;1,07754;0;0;0;0,01418;0;0;0;0;0;0;0;0;0;0;0;0;0
IOS2000012001601A;Alaska Basin East;OS000129;-144.993;53.505;7 7 2000;1320;Daylight;Bongo VNH;236;0,56;150;0;4075;66.14;129; ;2;21;2,311;0;0;0;0;0;0;0;0;0;0;1,95948;0;0;0,08274;0;0,00542;0,46157;0,14611;15,3243;4,19716;0;0;0;0;0;0;0;0;0;0,00629;0,19353;1,02909;0;0;0;0;0;0;0;0,17224;6,85818;0,16721;0;0;0;0,72573;0,91926;1,16843;0;0,14273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,94164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IOS2000012001601B;Alaska Basin East;OS000129;-144.993;53.505;7 7 2000;1320;Daylight;Bongo VNH;236;0,56;150;0;4075;66.14;129; ;2;22;2,185;0;0;0;0;0;0;0;0;0;0;2,21348;0;0;0,09919;0;0,00619;0,61252;0,75282;16,37969;0,24675;0;0;0;0;0;0;0;0;0;0,00968;0,03871;0,4635;0;0;0;0;0,09676;0;0;0,20514;7,91654;0,19817;0;0;0;0,72573;0,45963;1,55791;0;0,07136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,96764;0,42334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IOS2000012001701;Alaska Basin East;OS000129;-144.985;53.505;7 7 2000;1335;Daylight;NorPac VNH;335;0,42;150;0;4075;25.01;129; ;2;22;2,207;0;0,02751;0;0;0;0;0;0;0;0;4,5102;0;0;0,01312;0;0,00205;0,39792;0,68517;16,62777;10,88205;0;0;0;0;0;0;0;0;0;0,00192;0,02559;1,78744;3,14306;0;0;0;0;0;0;0,45934;7,83686;0,21649;0;0;0;0,63974;1,21551;1,02999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,54378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IOS2000012001801;Alaska Basin East;OS000129;-144.978;53.505;7 7 2000;1350;Daylight;SCOR VNH;335;0,56;150;0;4075;58.58;129; ;2;24;2,073;0;0,04698;0;0;0;0;0;0;0;0,51786;0;0;0;0,00819;0;0,00131;0,63257;1,7628;26,64871;19,14647;0;0;0;0;0;0;0;0,6282;0;0;0,41516;0,71014;0;0;0;0;0;0;0;1,37439;15,54114;0,10488;0;0;0;4,09696;2,07579;0,87948;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,95596;0;0,46432;0;0;0;0;0,01093;0;0;0;0;0;0;0;0;0;0;0;0;0
